business_name,city,state,latitude,longitude,user_name,date
Buddha Dog,Toronto,ON,43.64417,-79.448074,Kim,4.0,2008-12-13 01:37:40
Subway,Toronto,ON,43.634647,-79.56257,D,5.0,2015-04-08 16:47:16
Subway,Toronto,ON,43.634647,-79.56257,Elvis,5.0,2013-04-03 17:49:16
Subway,Toronto,ON,43.634647,-79.56257,Bryan,4.0,2015-09-19 00:47:42
Subway,Toronto,ON,43.634647,-79.56257,Mike,2.0,2013-07-11 05:11:30
Wing Machine,Toronto,ON,43.648678,-79.39723,Pete,1.0,2013-02-27 22:55:04
Wing Machine,Toronto,ON,43.648678,-79.39723,Tara,5.0,2011-11-08 15:15:37
Wing Machine,Toronto,ON,43.648678,-79.39723,Paul,5.0,2017-08-21 14:00:59
The Ellery,Toronto,ON,43.684917,-79.31722,Jay,5.0,2018-07-08 21:56:05
The Ellery,Toronto,ON,43.684917,-79.31722,Tara,5.0,2018-07-20 12:01:58
The Ellery,Toronto,ON,43.684917,-79.31722,Lambert,5.0,2018-06-12 15:19:53
The Ellery,Toronto,ON,43.684917,-79.31722,Suzie,5.0,2018-10-01 02:59:59
The Ellery,Toronto,ON,43.684917,-79.31722,James,5.0,2018-07-08 00:09:26
The Ellery,Toronto,ON,43.684917,-79.31722,Joel,4.0,2018-07-25 13:53:08
The Ellery,Toronto,ON,43.684917,-79.31722,A,4.0,2018-09-10 22:54:06
The Ellery,Toronto,ON,43.684917,-79.31722,Rob,5.0,2018-10-15 01:01:38
The Theatre Centre,Toronto,ON,43.64311,-79.423256,Dale,4.0,2010-01-04 07:07:24
The Theatre Centre,Toronto,ON,43.64311,-79.423256,Elle,5.0,2014-11-21 15:22:16
The Theatre Centre,Toronto,ON,43.64311,-79.423256,Danielle,4.0,2017-01-17 17:59:24
The Theatre Centre,Toronto,ON,43.64311,-79.423256,Michael,4.0,2016-04-02 14:48:17
The Theatre Centre,Toronto,ON,43.64311,-79.423256,Jennie,5.0,2015-03-23 20:16:35
Regulars,Toronto,ON,43.64419,-79.40258,Christie,5.0,2018-11-08 21:39:49
Regulars,Toronto,ON,43.64419,-79.40258,Vincent,2.0,2018-10-14 21:28:35
Regulars,Toronto,ON,43.64419,-79.40258,Sumayya,3.0,2018-10-26 16:51:27
Regulars,Toronto,ON,43.64419,-79.40258,Jaslanika Pritam,5.0,2018-09-27 16:17:56
Regulars,Toronto,ON,43.64419,-79.40258,Ahmed,2.0,2018-09-30 01:17:01
Regulars,Toronto,ON,43.64419,-79.40258,Arshile,3.0,2018-09-11 18:47:41
Regulars,Toronto,ON,43.64419,-79.40258,Kasandra,5.0,2018-10-24 00:10:43
Regulars,Toronto,ON,43.64419,-79.40258,Anna,2.0,2018-11-14 03:33:37
Regulars,Toronto,ON,43.64419,-79.40258,Danielle,5.0,2018-10-25 00:57:35
Regulars,Toronto,ON,43.64419,-79.40258,Amy,2.0,2018-09-20 16:36:02
Regulars,Toronto,ON,43.64419,-79.40258,Channelle,1.0,2018-10-14 18:56:26
Regulars,Toronto,ON,43.64419,-79.40258,Rodilyn,1.0,2018-09-22 22:16:11
Regulars,Toronto,ON,43.64419,-79.40258,Owen,5.0,2018-09-28 18:00:42
Regulars,Toronto,ON,43.64419,-79.40258,Natalie,1.0,2018-10-27 02:55:43
Regulars,Toronto,ON,43.64419,-79.40258,Jenn,3.0,2018-11-12 23:39:28
Regulars,Toronto,ON,43.64419,-79.40258,Jessica,3.0,2018-10-11 04:07:46
McDonald's,Toronto,ON,43.647263,-79.3786,Jo Jo,2.0,2015-02-18 18:09:39
McDonald's,Toronto,ON,43.647263,-79.3786,Lisa,1.0,2015-07-08 17:34:21
McDonald's,Toronto,ON,43.647263,-79.3786,Shari,1.0,2018-02-15 15:26:19
McDonald's,Toronto,ON,43.647263,-79.3786,Chris,3.0,2012-10-21 01:43:59
Cafe Palma,Toronto,ON,43.76851,-79.41296,Sam,3.0,2010-06-08 20:55:44
Cafe Palma,Toronto,ON,43.76851,-79.41296,Stephanie,4.0,2010-01-21 19:36:09
Cafe Palma,Toronto,ON,43.76851,-79.41296,Shannon,3.0,2012-11-06 15:30:16
Cafe Palma,Toronto,ON,43.76851,-79.41296,Jenny,2.0,2012-08-27 23:47:07
Epikourion Restaurant,Toronto,ON,43.64842,-79.3819,Billy,2.0,2012-12-26 03:02:42
Epikourion Restaurant,Toronto,ON,43.64842,-79.3819,Erwin,3.0,2011-06-29 03:37:12
Epikourion Restaurant,Toronto,ON,43.64842,-79.3819,Larry,4.0,2010-10-25 18:24:59
Epikourion Restaurant,Toronto,ON,43.64842,-79.3819,Mark,4.0,2010-02-10 20:16:01
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Kat,5.0,2018-11-09 18:10:55
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Michael,5.0,2018-10-09 04:01:55
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Kathy,5.0,2018-11-09 20:49:54
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Arlene,3.0,2018-11-11 13:20:33
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Cat,4.0,2018-09-29 13:40:03
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Flora,5.0,2018-11-09 16:53:04
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Mabel,5.0,2018-10-17 16:53:56
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Cat,5.0,2018-09-25 16:45:33
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Austin,4.0,2018-11-09 04:21:23
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Sue A.,3.0,2018-10-15 02:41:44
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Stephanie,4.0,2018-11-04 02:43:38
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Ying Hui,2.0,2018-11-08 06:24:02
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Jasmine,5.0,2018-09-23 17:02:16
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Karen,4.0,2018-10-01 00:36:58
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Christina,4.0,2018-11-02 16:55:42
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Larie,4.0,2018-11-05 00:44:02
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Janet,3.0,2018-11-12 19:28:39
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Lester,4.0,2018-10-15 03:01:57
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Katie,4.0,2018-10-11 01:03:33
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Andrew,5.0,2018-10-14 18:30:39
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Cathee,5.0,2018-10-21 01:46:52
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Arshile,4.0,2018-10-10 19:21:19
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Charles,5.0,2018-10-29 18:32:13
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Angie,4.0,2018-10-12 19:03:07
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Brooklyn,4.0,2018-10-13 17:37:40
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Gerald,4.0,2018-10-11 02:42:32
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Ken,4.0,2018-10-28 18:10:00
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Richmond,4.0,2018-11-10 19:24:48
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,T,5.0,2018-11-06 00:26:42
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Chusa,5.0,2018-10-08 02:50:39
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Sara,5.0,2018-10-27 16:56:35
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Andrew,5.0,2018-10-14 02:02:54
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Meng,3.0,2018-10-22 15:54:24
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Joeana,3.0,2018-10-18 20:16:40
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Michelle,1.0,2018-11-06 00:18:27
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Jason,5.0,2018-09-18 22:14:04
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Bethany,4.0,2018-10-21 00:25:51
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Karen,5.0,2018-10-21 00:53:33
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Jumping,1.0,2018-10-01 01:43:53
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Joyce,1.0,2018-09-24 21:04:43
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Vanessa,4.0,2018-10-18 00:07:16
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Charles,5.0,2018-10-22 19:39:39
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Richard,5.0,2018-10-13 23:31:46
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Oliver,2.0,2018-10-27 17:28:33
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Will,5.0,2018-09-17 23:44:06
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Vincent,4.0,2018-10-03 04:27:52
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Chris,5.0,2018-10-07 21:11:50
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Karen,4.0,2018-11-01 00:19:05
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Tracey,5.0,2018-10-08 21:47:43
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Frank,4.0,2018-09-30 11:24:45
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Wendy,2.0,2018-11-05 18:58:51
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Raya,4.0,2018-10-14 04:15:16
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Shayne,3.0,2018-09-19 18:35:51
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Jessica,4.0,2018-11-05 02:03:57
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Martin,4.0,2018-09-19 19:41:26
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Rosey,3.0,2018-10-25 23:17:35
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Thomas,4.0,2018-11-08 03:13:42
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Tai,4.0,2018-10-31 00:51:37
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,John,3.0,2018-09-23 01:48:45
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Jessica,4.0,2018-10-13 15:25:18
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,Simon,5.0,2018-10-03 02:28:07
Juicy Dumpling,Toronto,ON,43.652725,-79.398636,K,5.0,2018-10-13 23:18:23
Frankie's,Toronto,ON,43.66054,-79.34318,Neil,4.0,2018-05-01 23:35:33
Frankie's,Toronto,ON,43.66054,-79.34318,Teresa,5.0,2018-06-20 00:26:19
Frankie's,Toronto,ON,43.66054,-79.34318,El,2.0,2018-06-15 12:42:18
Frankie's,Toronto,ON,43.66054,-79.34318,Stephane,1.0,2018-07-28 16:59:11
Frankie's,Toronto,ON,43.66054,-79.34318,Lum,5.0,2018-04-11 14:01:49
Frankie's,Toronto,ON,43.66054,-79.34318,Jeff,2.0,2018-05-10 15:43:40
Frankie's,Toronto,ON,43.66054,-79.34318,Chris,4.0,2018-10-05 22:47:30
Frankie's,Toronto,ON,43.66054,-79.34318,Erin,5.0,2018-09-25 22:54:21
Frankie's,Toronto,ON,43.66054,-79.34318,Tina,3.0,2018-05-05 01:45:21
Frankie's,Toronto,ON,43.66054,-79.34318,Terry,5.0,2018-05-11 12:38:54
Frankie's,Toronto,ON,43.66054,-79.34318,Michael,4.0,2018-09-25 22:52:48
Spice Indian Bistro,Toronto,ON,43.653923,-79.3692,Cohen,5.0,2018-08-24 22:17:58
Spice Indian Bistro,Toronto,ON,43.653923,-79.3692,Rory,4.0,2018-05-25 04:40:19
Spice Indian Bistro,Toronto,ON,43.653923,-79.3692,Chad,5.0,2018-03-22 01:21:03
Spice Indian Bistro,Toronto,ON,43.653923,-79.3692,A,1.0,2018-06-02 04:26:28
Spice Indian Bistro,Toronto,ON,43.653923,-79.3692,Alex,5.0,2018-10-26 22:59:11
Spice Indian Bistro,Toronto,ON,43.653923,-79.3692,David,4.0,2018-06-22 12:40:03
Spice Indian Bistro,Toronto,ON,43.653923,-79.3692,Elvis,4.0,2018-02-21 06:53:35
Spice Indian Bistro,Toronto,ON,43.653923,-79.3692,Catherine,5.0,2018-05-03 02:09:34
Spice Indian Bistro,Toronto,ON,43.653923,-79.3692,Laura,5.0,2018-02-01 15:53:23
Spice Indian Bistro,Toronto,ON,43.653923,-79.3692,Robin,4.0,2018-08-24 16:11:50
Spice Indian Bistro,Toronto,ON,43.653923,-79.3692,Customer,4.0,2018-05-20 17:59:06
Spice Indian Bistro,Toronto,ON,43.653923,-79.3692,J,5.0,2018-04-20 14:45:08
Spice Indian Bistro,Toronto,ON,43.653923,-79.3692,Ev,5.0,2018-11-06 17:05:06
Spice Indian Bistro,Toronto,ON,43.653923,-79.3692,Mortaric,5.0,2018-10-13 17:18:44
Spice Indian Bistro,Toronto,ON,43.653923,-79.3692,David,5.0,2018-06-07 22:55:12
Spice Indian Bistro,Toronto,ON,43.653923,-79.3692,Carlos,5.0,2018-07-05 03:18:04
Spice Indian Bistro,Toronto,ON,43.653923,-79.3692,L,4.0,2018-03-02 19:07:24
Spice Indian Bistro,Toronto,ON,43.653923,-79.3692,Sarah,5.0,2018-05-30 16:50:14
Spice Indian Bistro,Toronto,ON,43.653923,-79.3692,Misha,2.0,2018-05-10 04:46:16
Spice Indian Bistro,Toronto,ON,43.653923,-79.3692,Danielle,4.0,2018-08-27 15:43:29
Spice Indian Bistro,Toronto,ON,43.653923,-79.3692,Jack,4.0,2018-05-06 13:29:02
Spice Indian Bistro,Toronto,ON,43.653923,-79.3692,Krystsina,4.0,2018-08-25 11:43:01
Coconut Seasons Hot Pot,Toronto,ON,43.822712,-79.30085,Xiaonan,5.0,2018-09-17 19:46:06
Coconut Seasons Hot Pot,Toronto,ON,43.822712,-79.30085,Michelle,3.0,2018-09-23 04:27:48
Coconut Seasons Hot Pot,Toronto,ON,43.822712,-79.30085,Vicky,3.0,2018-09-19 00:41:58
Coconut Seasons Hot Pot,Toronto,ON,43.822712,-79.30085,Melody,2.0,2018-09-30 02:28:59
Coconut Seasons Hot Pot,Toronto,ON,43.822712,-79.30085,Karina,4.0,2018-09-16 17:53:08
Coconut Seasons Hot Pot,Toronto,ON,43.822712,-79.30085,Anna,1.0,2018-10-04 16:44:15
Coconut Seasons Hot Pot,Toronto,ON,43.822712,-79.30085,Cherie,4.0,2018-10-01 17:12:12
Coconut Seasons Hot Pot,Toronto,ON,43.822712,-79.30085,Brian,5.0,2018-08-29 23:21:36
Coconut Seasons Hot Pot,Toronto,ON,43.822712,-79.30085,Jessica,4.0,2018-10-29 14:03:46
Coconut Seasons Hot Pot,Toronto,ON,43.822712,-79.30085,Warren,3.0,2018-11-09 00:08:03
Del Ray So-Cal Cantina,Toronto,ON,43.646957,-79.40525,Chanel,5.0,2014-12-28 04:47:20
Del Ray So-Cal Cantina,Toronto,ON,43.646957,-79.40525,Dan,5.0,2015-02-01 19:10:56
Del Ray So-Cal Cantina,Toronto,ON,43.646957,-79.40525,A,1.0,2015-01-18 19:02:14
Flaming Kitchen,Toronto,ON,43.776394,-79.41442,Karen,4.0,2018-06-20 05:09:42
Flaming Kitchen,Toronto,ON,43.776394,-79.41442,Arthur,4.0,2018-06-18 21:15:09
Flaming Kitchen,Toronto,ON,43.776394,-79.41442,Alison,2.0,2018-08-07 19:01:25
Flaming Kitchen,Toronto,ON,43.776394,-79.41442,Alison,3.0,2018-07-27 12:50:31
Flaming Kitchen,Toronto,ON,43.776394,-79.41442,Ann,4.0,2018-07-01 02:05:54
Flaming Kitchen,Toronto,ON,43.776394,-79.41442,Yune,4.0,2018-05-22 05:50:49
Flaming Kitchen,Toronto,ON,43.776394,-79.41442,Peggy,4.0,2018-08-11 20:21:18
Flaming Kitchen,Toronto,ON,43.776394,-79.41442,Harry,4.0,2018-05-30 03:43:40
Flaming Kitchen,Toronto,ON,43.776394,-79.41442,Hao,5.0,2018-09-02 19:21:25
Eggsmart,Toronto,ON,43.734875,-79.41955,Sam,4.0,2018-05-18 18:30:16
Eggsmart,Toronto,ON,43.734875,-79.41955,Bryan,3.0,2017-09-05 17:31:45
Eggsmart,Toronto,ON,43.734875,-79.41955,İl,1.0,2017-09-24 15:22:33
Eggsmart,Toronto,ON,43.734875,-79.41955,Emily,4.0,2016-12-05 00:19:00
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Kay,2.0,2018-08-13 01:37:59
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Lisa,5.0,2018-07-23 02:09:03
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Fake,4.0,2018-08-23 02:24:51
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Shuang,3.0,2018-09-02 02:12:50
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Shar,3.0,2018-11-13 15:36:58
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Emily,4.0,2018-08-14 15:52:38
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Amanda,5.0,2018-09-05 00:12:46
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Joyce,4.0,2018-07-21 23:12:41
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Victor,3.0,2018-08-13 14:36:16
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Sofi,5.0,2018-10-20 14:45:55
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Kiet,5.0,2018-08-13 22:17:42
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Saka,5.0,2018-08-20 23:01:41
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Sabrina,4.0,2018-07-29 12:47:50
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Alisha,4.0,2018-09-24 15:16:11
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Danny,4.0,2018-10-05 16:52:28
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Nance,3.0,2018-08-13 02:25:31
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Sherry,5.0,2018-09-05 00:41:33
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Crystal,3.0,2018-08-04 01:57:19
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Iris,3.0,2018-09-29 17:24:52
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Myles,4.0,2018-08-04 15:04:45
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Jennie,4.0,2018-09-11 00:44:38
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Amy,3.0,2018-09-27 01:26:31
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Karen,2.0,2018-07-24 12:54:16
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Lily,2.0,2018-08-02 18:47:27
Koi Koi Saké Bar,Toronto,ON,43.65493,-79.4006,Mitchell,5.0,2018-08-14 02:16:38
Extra Burger,Toronto,ON,43.64937,-79.42755,Liam,5.0,2018-05-09 00:49:39
Extra Burger,Toronto,ON,43.64937,-79.42755,Will,5.0,2018-03-03 18:26:43
Extra Burger,Toronto,ON,43.64937,-79.42755,Suzan,4.0,2018-11-03 15:06:07
Extra Burger,Toronto,ON,43.64937,-79.42755,Justin,5.0,2018-03-03 14:05:11
Extra Burger,Toronto,ON,43.64937,-79.42755,Owen,5.0,2018-07-20 01:00:49
Extra Burger,Toronto,ON,43.64937,-79.42755,Lettie,4.0,2018-07-07 14:07:41
Extra Burger,Toronto,ON,43.64937,-79.42755,Marc,5.0,2018-05-19 19:56:41
Extra Burger,Toronto,ON,43.64937,-79.42755,M,4.0,2018-10-18 03:07:32
Rajkapuri's Paan & Snacks,Toronto,ON,43.693413,-79.342384,Hafiz,1.0,2015-01-31 01:48:56
Rajkapuri's Paan & Snacks,Toronto,ON,43.693413,-79.342384,Raya,5.0,2017-05-13 04:03:02
Rajkapuri's Paan & Snacks,Toronto,ON,43.693413,-79.342384,Simi,4.0,2011-02-20 17:00:43
Rajkapuri's Paan & Snacks,Toronto,ON,43.693413,-79.342384,Devan,4.0,2010-11-05 01:09:41
Rajkapuri's Paan & Snacks,Toronto,ON,43.693413,-79.342384,Amber,5.0,2018-08-23 20:22:12
Papa Johns,Toronto,ON,43.681206,-79.47302,MZ,1.0,2018-10-09 01:56:08
Papa Johns,Toronto,ON,43.681206,-79.47302,Zoey,1.0,2018-01-08 00:26:45
Papa Johns,Toronto,ON,43.681206,-79.47302,Kristen,5.0,2018-01-02 15:38:35
Papa Johns,Toronto,ON,43.681206,-79.47302,Chris,1.0,2017-11-26 02:52:04
Papa Johns,Toronto,ON,43.681206,-79.47302,Talal,1.0,2018-06-22 02:06:21
Pastacceria,Toronto,ON,43.659927,-79.38866,Martin,1.0,2015-02-10 16:33:05
Pastacceria,Toronto,ON,43.659927,-79.38866,Stephan,1.0,2012-12-10 16:58:06
Pastacceria,Toronto,ON,43.659927,-79.38866,Kai-Yuan,1.0,2017-10-20 16:52:52
Good Times Shawarma,Toronto,ON,43.641224,-79.53866,Shannon,4.0,2018-11-10 03:03:41
Good Times Shawarma,Toronto,ON,43.641224,-79.53866,Rajan,4.0,2018-08-04 22:37:46
Good Times Shawarma,Toronto,ON,43.641224,-79.53866,Chalin,1.0,2018-05-24 21:53:08
Favourites Dining Room,Toronto,ON,43.71597,-79.60342,Cher,5.0,2017-04-15 23:46:06
Favourites Dining Room,Toronto,ON,43.71597,-79.60342,Wynne,3.0,2018-07-31 01:39:29
Favourites Dining Room,Toronto,ON,43.71597,-79.60342,Dawn,2.0,2018-02-18 05:27:09
Favourites Dining Room,Toronto,ON,43.71597,-79.60342,Teena,3.0,2011-11-17 23:42:24
12 Tables,Toronto,ON,43.723373,-79.416275,Jenn,4.0,2018-11-04 02:17:02
12 Tables,Toronto,ON,43.723373,-79.416275,Juliet,4.0,2017-08-17 00:13:22
12 Tables,Toronto,ON,43.723373,-79.416275,Brenda,4.0,2018-09-09 20:59:45
12 Tables,Toronto,ON,43.723373,-79.416275,Libby,3.0,2018-04-20 21:34:21
12 Tables,Toronto,ON,43.723373,-79.416275,Christie,5.0,2017-07-09 03:25:01
12 Tables,Toronto,ON,43.723373,-79.416275,Frank,5.0,2017-06-07 12:45:09
12 Tables,Toronto,ON,43.723373,-79.416275,Anna,4.0,2018-03-04 03:06:20
12 Tables,Toronto,ON,43.723373,-79.416275,Gail,5.0,2018-09-05 17:24:51
12 Tables,Toronto,ON,43.723373,-79.416275,Davida,5.0,2018-08-10 01:32:08
12 Tables,Toronto,ON,43.723373,-79.416275,Jenna,5.0,2018-08-10 01:37:45
12 Tables,Toronto,ON,43.723373,-79.416275,D,5.0,2018-08-10 01:44:04
Starving Artist,Toronto,ON,43.669827,-79.48301,Alvin,5.0,2018-11-11 16:30:16
Starving Artist,Toronto,ON,43.669827,-79.48301,Jon,3.0,2018-09-12 23:35:20
Starving Artist,Toronto,ON,43.669827,-79.48301,John,5.0,2018-10-26 21:27:58
Starving Artist,Toronto,ON,43.669827,-79.48301,Jess,4.0,2018-10-01 04:13:58
Siempre Restaurant,Toronto,ON,43.643166,-79.39281,Harvey,5.0,2018-08-07 16:25:26
Siempre Restaurant,Toronto,ON,43.643166,-79.39281,Nikita,5.0,2018-11-03 13:36:37
Siempre Restaurant,Toronto,ON,43.643166,-79.39281,Arman,5.0,2018-10-26 17:24:01
Siempre Restaurant,Toronto,ON,43.643166,-79.39281,Alexa,5.0,2018-10-21 14:51:07
Siempre Restaurant,Toronto,ON,43.643166,-79.39281,Dani,5.0,2018-10-28 20:18:33
Siempre Restaurant,Toronto,ON,43.643166,-79.39281,Prathna,5.0,2018-10-08 05:15:49
Siempre Restaurant,Toronto,ON,43.643166,-79.39281,Maura,5.0,2018-09-02 14:56:35
Siempre Restaurant,Toronto,ON,43.643166,-79.39281,John,1.0,2018-10-06 13:20:18
Siempre Restaurant,Toronto,ON,43.643166,-79.39281,Jess,3.0,2018-08-19 22:40:12
Siempre Restaurant,Toronto,ON,43.643166,-79.39281,Stanislau,1.0,2018-11-04 15:35:01
Siempre Restaurant,Toronto,ON,43.643166,-79.39281,Eva,5.0,2018-07-29 17:46:49
Taste & Spicy,Toronto,ON,43.827744,-79.287704,Vincent,4.0,2018-04-06 12:45:46
Taste & Spicy,Toronto,ON,43.827744,-79.287704,Shaheed,4.0,2017-08-14 19:40:12
Taste & Spicy,Toronto,ON,43.827744,-79.287704,Sam,3.0,2017-03-20 01:11:20
Taste & Spicy,Toronto,ON,43.827744,-79.287704,Annoj,5.0,2017-12-04 11:18:35
Taste & Spicy,Toronto,ON,43.827744,-79.287704,John,5.0,2018-03-13 00:34:43
Taste & Spicy,Toronto,ON,43.827744,-79.287704,Aaron,5.0,2017-05-24 17:30:57
Sotto In the Village,Toronto,ON,43.688988,-79.41267,Adam,4.0,2010-03-07 03:24:59
Sotto In the Village,Toronto,ON,43.688988,-79.41267,Jonathan,3.0,2011-01-20 22:44:46
Sotto In the Village,Toronto,ON,43.688988,-79.41267,Bradley,2.0,2013-02-07 03:48:21
Sotto In the Village,Toronto,ON,43.688988,-79.41267,Jeff,1.0,2011-01-11 14:43:30
La Paella,Toronto,ON,43.662468,-79.33425,Eileen,5.0,2018-07-29 00:11:34
La Paella,Toronto,ON,43.662468,-79.33425,James,2.0,2018-09-09 16:35:08
La Paella,Toronto,ON,43.662468,-79.33425,Gokul,5.0,2018-10-21 03:53:15
La Paella,Toronto,ON,43.662468,-79.33425,Melody,5.0,2018-09-14 14:45:48
La Paella,Toronto,ON,43.662468,-79.33425,Melody,5.0,2018-07-30 17:08:45
La Paella,Toronto,ON,43.662468,-79.33425,J,3.0,2018-04-18 22:53:20
La Paella,Toronto,ON,43.662468,-79.33425,Amy,5.0,2018-05-04 03:53:57
La Paella,Toronto,ON,43.662468,-79.33425,Victor,5.0,2018-07-21 11:53:23
La Paella,Toronto,ON,43.662468,-79.33425,TW,5.0,2018-10-17 00:31:00
La Paella,Toronto,ON,43.662468,-79.33425,Eric,5.0,2018-03-07 05:32:05
La Paella,Toronto,ON,43.662468,-79.33425,Candice,5.0,2018-06-20 01:11:20
La Paella,Toronto,ON,43.662468,-79.33425,J.,2.0,2018-08-14 20:05:27
La Paella,Toronto,ON,43.662468,-79.33425,Jennifer,5.0,2018-07-15 21:51:03
32 Chicken St.,Toronto,ON,43.65637,-79.40651,Edward,4.0,2018-09-17 23:47:39
32 Chicken St.,Toronto,ON,43.65637,-79.40651,Marco,5.0,2018-07-29 13:00:57
32 Chicken St.,Toronto,ON,43.65637,-79.40651,Kaivon,5.0,2018-08-20 23:55:35
32 Chicken St.,Toronto,ON,43.65637,-79.40651,Sheila,5.0,2018-10-25 13:27:45
32 Chicken St.,Toronto,ON,43.65637,-79.40651,Mira,5.0,2018-09-19 22:41:19
32 Chicken St.,Toronto,ON,43.65637,-79.40651,Chris,4.0,2018-10-25 03:03:15
32 Chicken St.,Toronto,ON,43.65637,-79.40651,Kyle,5.0,2018-08-24 18:32:09
32 Chicken St.,Toronto,ON,43.65637,-79.40651,Matthew,4.0,2018-07-24 23:56:07
32 Chicken St.,Toronto,ON,43.65637,-79.40651,Inspector,5.0,2018-09-29 01:16:46
